recording,unit_id,unit_index,region_index,window_start_s,window_end_s,window_dur_s,window_source,n_spikes,rate_hz,isi_mean_s,isi_median_s,cv_isi,burst_count,burst_spike_frac,mean_ibi_s,is_active,is_silent,sttc_mean_window,sttc_mean_unit,sttc_degree,n_active_units_window,sttc_dt_s,sttc_degree_thresh
ER52_ImpactWithBicuculline,s16b,19,0,0.0,419.58000000000004,419.58000000000004,region,4254.0,10.138710138710138,0.0982347519398072,0.004700000000013915,4.579851116940661,182.0,1.0,2.1696542817679547,1.0,0.0,0.7335196513953771,0.8190382587613672,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s17a,20,0,0.0,419.58000000000004,419.58000000000004,region,66.0,0.15730015730015728,6.425228846153845,3.2482250000000477,0.8710718217966332,0.0,0.0,,1.0,0.0,0.7335196513953771,0.5225818363759344,63.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s17b,21,0,0.0,419.58000000000004,419.58000000000004,region,858.0,2.0449020449020447,0.48742616686114354,0.012225000000000819,1.9316223198103324,158.0,0.9475524475524476,2.5940267515923576,1.0,0.0,0.7335196513953771,0.8251036910859704,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s17c,22,0,0.0,419.58000000000004,419.58000000000004,region,1925.0,4.587921254587921,0.2171168659043659,0.00826249999998474,3.0366886901649774,181.0,0.9989610389610389,2.2135219444444436,1.0,0.0,0.7335196513953771,0.8520056004425695,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s18a,23,0,0.0,419.58000000000004,419.58000000000004,region,1022.0,2.435769102435769,0.4090953966699315,0.019650000000012824,2.114969977518144,173.0,0.9814090019569471,2.3299572674418614,1.0,0.0,0.7335196513953771,0.8225626094025205,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s18b,24,0,0.0,419.58000000000004,419.58000000000004,region,3652.0,8.70394203727537,0.11442599972610243,0.005474999999989905,4.225023900977704,182.0,1.0,2.168567541436466,1.0,0.0,0.7335196513953771,0.8264585297637115,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s19a,25,0,0.0,419.58000000000004,419.58000000000004,region,81.0,0.19305019305019303,5.1642825000000006,4.432199999999995,0.6678112617138027,0.0,0.0,,1.0,0.0,0.7335196513953771,0.5511574166940921,64.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s19b,26,0,0.0,419.58000000000004,419.58000000000004,region,2675.0,6.375423042089708,0.15621642670157068,0.005574999999979013,3.614956381449504,182.0,1.0,2.1899397790055266,1.0,0.0,0.7335196513953771,0.8569681366524984,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s20a,27,0,0.0,419.58000000000004,419.58000000000004,region,832.0,1.9829353162686494,0.5027015342960288,0.025024999999970987,1.8904859911587182,164.0,0.9615384615384616,2.4756949386503067,1.0,0.0,0.7335196513953771,0.754942671069459,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s20b,28,0,0.0,419.58000000000004,419.58000000000004,region,3881.0,9.249725916392583,0.10767101804123712,0.004824999999989643,4.3858040181151505,182.0,1.0,2.17962955801105,1.0,0.0,0.7335196513953771,0.8308997770242219,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s20c,29,0,0.0,419.58000000000004,419.58000000000004,region,7.0,0.01668335001668335,43.76759166666667,36.368912500000015,0.7637994723912569,0.0,0.0,,1.0,0.0,0.7335196513953771,0.426789191834597,61.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s21a,30,0,0.0,419.58000000000004,419.58000000000004,region,1744.0,4.156537489870823,0.23966607860011474,0.011500000000012278,2.8649070267736625,182.0,1.0,2.1946936464088416,1.0,0.0,0.7335196513953771,0.8028628984775842,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s21b,31,0,0.0,419.58000000000004,419.58000000000004,region,4724.0,11.25887792554459,0.08845432458183358,0.004025000000012824,4.844245680816555,182.0,1.0,2.172047099447512,1.0,0.0,0.7335196513953771,0.8195531709501364,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s22a,32,0,0.0,419.58000000000004,419.58000000000004,region,1484.0,3.53687020353687,0.28170016857720837,0.005775000000028285,2.647838493180294,181.0,0.9973045822102425,2.2331168055555564,1.0,0.0,0.7335196513953771,0.853737958014568,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s23a,33,0,0.0,419.58000000000004,419.58000000000004,region,1435.0,3.4200867534200863,0.29130033124128313,0.010837500000008049,2.584624080863523,178.0,0.9930313588850174,2.2616707627118626,1.0,0.0,0.7335196513953771,0.8463230552873316,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s23b,34,0,0.0,419.58000000000004,419.58000000000004,region,5035.0,12.000095333428666,0.08299003277711563,0.003999999999976467,4.996688314742967,182.0,1.0,2.1673907458563537,1.0,0.0,0.7335196513953771,0.8211385868159329,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s24a,35,0,0.0,419.58000000000004,419.58000000000004,region,6018.0,14.34291434291434,0.0694319137443909,0.0033999999999991815,5.476576646910621,182.0,1.0,2.1657809392265195,1.0,0.0,0.7335196513953771,0.8249518903354827,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s25a,36,0,0.0,419.58000000000004,419.58000000000004,region,4699.0,11.199294532627865,0.08892101958280119,0.003837500000003047,4.846146302367961,182.0,1.0,2.1789578729281747,1.0,0.0,0.7335196513953771,0.8380019637329523,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s30a,37,0,0.0,419.58000000000004,419.58000000000004,region,507.0,1.2083512083512082,0.8254896245059289,0.007512500000018463,1.481503551215557,103.0,0.7652859960552268,4.073747303921567,1.0,0.0,0.7335196513953771,0.7492104854779555,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s31a,38,0,0.0,419.58000000000004,419.58000000000004,region,1176.0,2.8028028028028027,0.35554748936170216,0.016050000000007003,2.294696606389666,177.0,0.9931972789115646,2.2690596590909085,1.0,0.0,0.7335196513953771,0.7977219377122191,65.0,66.0,0.05,0.1
ER52_ImpactWithBicuculline,s32a,39,0,0.0,419.58000000000004,419.58000000000004,region,658.0,1.5682349015682346,0.6357428082191781,0.0051749999999941565,1.7022289917786029,130.0,0.8677811550151976,3.2005550387596884,1.0,0.0,0.7335196513953771,0.770655390264253,65.0,66.0,0.05,0.1
